# Residuals         
# Time              	Ux                  	Uy                  	Uz                  	p                   
755                 	8.768500539236e-05	1.658928791188e-04	1.602808516042e-05	2.174200807187e-06
756                 	8.750550345987e-05	1.655525813313e-04	1.599035350282e-05	2.304206267717e-06
757                 	8.732517650342e-05	1.651472809240e-04	1.595270627458e-05	2.367635886880e-06
758                 	8.715580132467e-05	1.647085761777e-04	1.591519227677e-05	2.380334885059e-06
759                 	8.722144106666e-05	1.643264947498e-04	1.587786942765e-05	2.160249134163e-06
760                 	8.690249277293e-05	1.639439718462e-04	1.583976660371e-05	2.174243178537e-06
761                 	8.671908244668e-05	1.636154917056e-04	1.580236872201e-05	2.124613025279e-06
762                 	8.649689612063e-05	1.631699580513e-04	1.576554922554e-05	2.289201831520e-06
763                 	8.652350508621e-05	1.627878294333e-04	1.572870383149e-05	2.393002353247e-06
764                 	8.599873062761e-05	1.623718167386e-04	1.569184280344e-05	2.391980718665e-06
765                 	8.569969438739e-05	1.620085338543e-04	1.565532242679e-05	2.126516423297e-06
766                 	8.537588121402e-05	1.616576836662e-04	1.561788771676e-05	2.135642068691e-06
767                 	8.550146429189e-05	1.613333143918e-04	1.558149161630e-05	2.087224412036e-06
768                 	8.538560064701e-05	1.609016549178e-04	1.554554042482e-05	2.244725821843e-06
769                 	8.516194985865e-05	1.605085204266e-04	1.550965651123e-05	2.302907028483e-06
