# Residuals         
# Time              	Ux                  	Uy                  	Uz                  	p                   
380                 	1.517142709079e-04	9.012186451309e-05	3.203191223885e-05	3.496763142116e-05
381                 	1.513327812482e-04	8.963647287731e-05	3.188974869479e-05	3.475990239878e-05
382                 	1.509533507133e-04	8.915445559283e-05	3.174830102587e-05	3.456851886307e-05
383                 	1.505759102020e-04	8.867397090635e-05	3.160761116209e-05	3.438693046830e-05
384                 	1.502004494793e-04	8.819456132901e-05	3.146769222585e-05	3.420970807900e-05
385                 	1.498269500510e-04	8.771647267637e-05	3.132854554143e-05	3.401455756135e-05
386                 	1.494553466311e-04	8.724050693336e-05	3.119016886455e-05	3.379654015026e-05
387                 	1.490856405248e-04	8.676751359539e-05	3.105255319232e-05	3.357378472062e-05
388                 	1.487177663874e-04	8.629803099402e-05	3.091569180797e-05	3.334867903442e-05
389                 	1.483517159719e-04	8.583239257391e-05	3.077957325161e-05	3.312654247336e-05
390                 	1.479874049986e-04	8.537063687586e-05	3.064420481352e-05	3.290721336969e-05
391                 	1.476248326410e-04	8.491272418726e-05	3.050958562750e-05	3.269339144947e-05
392                 	1.472640038730e-04	8.445843492505e-05	3.037570309391e-05	3.248971338384e-05
393                 	1.469049347672e-04	8.400755078240e-05	3.024255837169e-05	3.229040589158e-05
394                 	1.465475516015e-04	8.355978962815e-05	3.011015304118e-05	3.209301835986e-05
395                 	1.461918100273e-04	8.311523988130e-05	2.997847518048e-05	3.189820463881e-05
396                 	1.458377012139e-04	8.267382261231e-05	2.984753887318e-05	3.170457533302e-05
397                 	1.454851710593e-04	8.223554724563e-05	2.971733260845e-05	3.151212091033e-05
398                 	1.451342215056e-04	8.180032772863e-05	2.958784734083e-05	3.132085900034e-05
399                 	1.447848500096e-04	8.136832638558e-05	2.945907931479e-05	3.113520899044e-05
400                 	1.444370234512e-04	8.093968370976e-05	2.933101259551e-05	3.095781290244e-05
401                 	1.440907378906e-04	8.051432226353e-05	2.920365514891e-05	3.078683736810e-05
402                 	1.437459704004e-04	8.009229828207e-05	2.907700628467e-05	3.061747675485e-05
403                 	1.434026861398e-04	7.967349999868e-05	2.895106193667e-05	3.044637890425e-05
404                 	1.430609055278e-04	7.925778314737e-05	2.882582954814e-05	3.027597251092e-05
405                 	1.427205876781e-04	7.884510622368e-05	2.870129972373e-05	3.010510175960e-05
406                 	1.423817331214e-04	7.843550384580e-05	2.857747066057e-05	2.993389197709e-05
407                 	1.420442763124e-04	7.802888519083e-05	2.845433956651e-05	2.976170226984e-05
408                 	1.417082410772e-04	7.762524740654e-05	2.833189934873e-05	2.958421987632e-05
409                 	1.413736186523e-04	7.722454209251e-05	2.821013908935e-05	2.942237231301e-05
410                 	1.410403680277e-04	7.682686282560e-05	2.808904952463e-05	2.926473808367e-05
411                 	1.407084669931e-04	7.643216787513e-05	2.796863031751e-05	2.910104085325e-05
412                 	1.403779158803e-04	7.604043407028e-05	2.784888289013e-05	2.894242516705e-05
413                 	1.400487064608e-04	7.565162049071e-05	2.772980951322e-05	2.879011068759e-05
