# Residuals         
# Time              	Ux                  	Uy                  	Uz                  	p                   
1785                	9.941728039472e-06	1.830675959945e-04	1.316832325715e-05	2.146184747880e-06
1786                	1.001299342354e-05	1.827812521864e-04	1.315572352249e-05	2.236995224127e-06
1787                	9.934536310719e-06	1.826188873476e-04	1.314190150371e-05	2.140031278533e-06
1788                	1.001325548163e-05	1.823331250557e-04	1.312929045955e-05	2.230918555295e-06
1789                	9.926956277546e-06	1.821708777298e-04	1.311546768026e-05	2.134167344339e-06
1790                	1.000548551316e-05	1.818851315663e-04	1.310285208245e-05	2.224523362073e-06
1791                	9.922483052027e-06	1.817236862749e-04	1.308903175552e-05	2.132496600584e-06
1792                	1.000108528167e-05	1.814382925587e-04	1.307640473155e-05	2.219109779260e-06
1793                	9.913690881141e-06	1.812767249962e-04	1.306257474043e-05	2.121489177343e-06
1794                	9.997314309401e-06	1.809915118468e-04	1.304993757615e-05	2.210290249087e-06
1795                	1.002957905663e-05	1.808297241132e-04	1.303610336530e-05	2.114245970049e-06
1796                	9.914052820148e-06	1.805446590261e-04	1.302346042424e-05	2.202467587280e-06
1797                	9.983924582130e-06	1.803834880127e-04	1.300963294831e-05	2.111425469314e-06
1798                	1.001185581806e-05	1.800981761388e-04	1.299698790348e-05	2.196315537457e-06
1799                	9.911998188008e-06	1.799365685172e-04	1.298315323053e-05	2.102080600015e-06
1800                	9.986651037927e-06	1.796509981260e-04	1.297050150653e-05	2.188794966247e-06
1801                	1.001512546647e-05	1.794892326196e-04	1.295667093901e-05	2.098448835986e-06
1802                	9.909409553859e-06	1.792038835854e-04	1.294402013811e-05	2.182905254225e-06
1803                	9.983972581466e-06	1.790419483175e-04	1.293020441513e-05	2.089669680318e-06
1804                	1.000700245166e-05	1.787573636498e-04	1.291754922001e-05	2.176829631655e-06
1805                	9.909372646871e-06	1.785967674376e-04	1.290373821741e-05	2.087028162324e-06
1806                	9.978399007133e-06	1.783120245143e-04	1.289108549430e-05	2.171095308120e-06
1807                	1.000465806100e-05	1.781504890999e-04	1.287728660054e-05	2.081718514223e-06
1808                	9.910123575213e-06	1.778657633803e-04	1.286463190822e-05	2.165199330072e-06
1809                	9.988743687490e-06	1.777031908368e-04	1.285084380353e-05	2.073183550090e-06
1810                	1.001371873168e-05	1.774193579737e-04	1.283818934047e-05	2.159522596068e-06
1811                	9.899310550557e-06	1.772584554691e-04	1.282440968063e-05	2.070079891393e-06
1812                	9.977147440280e-06	1.769747808033e-04	1.281175598748e-05	2.153013748767e-06
1813                	1.000581735848e-05	1.768122768002e-04	1.279799153183e-05	2.060828656967e-06
1814                	9.902332111370e-06	1.765292968963e-04	1.278533576939e-05	2.146112261176e-06
1815                	9.971434067250e-06	1.763680151629e-04	1.277157954702e-05	2.057802215395e-06
1816                	1.000113775788e-05	1.760850813985e-04	1.275892640940e-05	2.140124760011e-06
1817                	9.899978463627e-06	1.759223967103e-04	1.274518525019e-05	2.047959828003e-06
1818                	9.976477093612e-06	1.756401780476e-04	1.273253214150e-05	2.132662187267e-06
1819                	1.000532011658e-05	1.754787877439e-04	1.271880389544e-05	2.045200922680e-06
1820                	9.894937551556e-06	1.751967422686e-04	1.270615634513e-05	2.127131176781e-06
1821                	9.971924878541e-06	1.750343435399e-04	1.269244048598e-05	2.034977591859e-06
1822                	9.991971586889e-06	1.747526813989e-04	1.267979002378e-05	2.119049887635e-06
